StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Gender,Age,Education,US state,Race/ethnicity,Migration,DHF_endorsement_1,DHF_endorsement_2,DHF_endorsement_3,DHF_endorsement_4,DHF_endorsement_5,DHF_endorsement_6,DHF_endorsement_7,DHF_endorsement_8,DHF_endorsement_9,DHF_endorsement_10,DHF_endorsement_11,DHF_endorsement_12,DHF_endorsement_13,DHF_endorsement_14,DHF_endorsement_15,DHF_endorsement_16,DHF_endorsement_17,DHF_endorsement_18,DHF_endorsement_19,DHF_endorsement_20,DHF_endorsement_21,DHF_endorsement_22,DHF_endorsement_23,DHF_endorsement_24,DHF_endorsement_25,DHF_endorsement_26,DHF_endorsement_27,DHF_endorsement_28,DHF_endorsement_29,DHF_endorsement_30,DHF_Norms_1,DHF_Norms_2,DHF_Norms_3,DHF_Norms_4,DHF_Norms_5,DHF_Norms_6,DHF_Norms_7,DHF_Norms_8,DHF_Norms_9,DHF_Norms_10,DHF_Norms_11,DHF_Norms_12,DHF_Norms_13,DHF_Norms_14,DHF_Norms_15,DHF_Norms_16,DHF_Norms_17,DHF_Norms_18,DHF_Norms_19,DHF_Norms_20,DHF_Norms_21,DHF_Norms_22,DHF_Norms_23,DHF_Norms_24,DHF_Norms_25,DHF_Norms_26,DHF_Norms_27,DHF_Norms_28,DHF_Norms_29,DHF_Norms_30,Reciprocity_1,Reciprocity_2,Reciprocity_3,Reciprocity_4,Reciprocity_5,Reciprocity_6,Self-construal_1,Self-construal_2,Self-construal_3,Self-construal_4,Self-construal_5,Self-construal_6,Self-construal_7,Self-construal_8,Self-construal_9,Self-construal_10,Self-construal_11,Self-construal_12,Self-construal_13,Self-construal_14,Self-construal_15,Self-construal_16,Self-construal_17,Self-construal_18,Self-construal_19,Self-construal_20,Self-construal_21,Self-construal_22,Self-construal_23,Self-construal_24,Dictator comp 1,Dictator comp 2,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Dictator_decision,Ultimatum comp 1,Ultimatum comp 2,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Ultimatum Receiver_1,Ultimatum Receiver_2,Ultimatum Receiver_3,Ultimatum Receiver_4,Ultimatum Receiver_5,Ultimatum Receiver_6,Ultimatum Receiver_7,Ultimatum Receiver_8,Ultimatum Receiver_9,Ultimatum Receiver_10,Ultimatum Receiver_11,Ultimatum Proposer_1,Ultimatum Proposer_2,Ultimatum Proposer_3,Ultimatum Proposer_4,Ultimatum Proposer_5,Ultimatum Proposer_6,Ultimatum Proposer_7,Ultimatum Proposer_8,Ultimatum Proposer_9,Ultimatum Proposer_10,Ultimatum Proposer_11,Ultimatum expect_1,Ultimatum expect_2,Ultimatum expect_3,Ultimatum expect_4,Ultimatum expect_5,Ultimatum expect_6,Ultimatum expect_7,Ultimatum expect_8,Ultimatum expect_9,Ultimatum expect_10,Ultimatum expect_11
09/05/2023 19:36,09/05/2023 20:46,IP Address,100,4223,TRUE,09/05/2023 20:46,R_2wcwRQ7eoQqaYxz,Man,30,"Some college credit, no degree",Utah,Asian / Pacific Islander,"I was born and/or raised in the USA, but my family (parents or grandparents) immigrated to the USA from another country",Agree,Agree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,"Does not apply to me at all
1
",3,2,2,"Does not apply to me at all
1
",2,"Describes me very well
4
",3½,"Describes me very well
4
",2½,"Describes me moderately
3
","Describes me very well
4
","Describes me very well
4
",1½,3½,"Describes me moderately
3
","Describes me a little
2
",3½,"Describes me moderately
3
","Describes me moderately
3
","Describes me moderately
3
",3½,"Describes me moderately
3
","Describes me moderately
3
",3½,4½,3½,"Describes me moderately
3
",2½,3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,6.995,6.995,7.585,1,6,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,4.039,16.166,17.684,12,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,2,2,2,4,5,5,3,3,2,1,0,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:32,09/05/2023 20:47,IP Address,100,866,TRUE,09/05/2023 20:47,R_2f9wvZIHrStiWUc,Man,39,Professional degree,Texas,White,I was born and raised in the USA,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
",3,3,4,"Describes me very well
4
","Describes me a little
2
",4½,2½,"Describes me very well
4
",2½,"Describes me a little
2
",1½,4½,"Describes me a little
2
",3½,3½,2½,4½,2½,"Describes me a little
2
",1½,1½,2½,"Describes me very well
4
","Describes me a little
2
","Describes me moderately
3
",3½,3½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,3.726,3.726,5.467,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,3.795,15.821,23.744,11,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,4,4,4,4,4,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:37,09/05/2023 20:47,IP Address,100,567,TRUE,09/05/2023 20:47,R_DBS6SRcns7EGRR7,Man,31,Master’s degree,New York,Asian / Pacific Islander,I was born and raised in the USA,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,6,6,6,3,5,5,"Describes me a little
2
","Describes me very well
4
","Describes me very well
4
","Describes me very well
4
",2½,3½,"Describes me moderately
3
",3½,3½,3½,"Describes me moderately
3
","Describes me moderately
3
",2½,"Describes me very well
4
",2½,,3½,3½,"Describes me moderately
3
",,"Describes me moderately
3
",2½,"Describes me moderately
3
","Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,4.874,4.874,6.164,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,6.038,15.626,16.376,11,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,7,6,5,5,5,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:24,09/05/2023 20:47,IP Address,100,1370,TRUE,09/05/2023 20:47,R_3PnJVPPsFXUkcRH,Man,43,Bachelor’s degree,Texas,Not listed / Prefer not to say,I was born and raised in the USA,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,5,4,5,"Does not apply to me at all
1
","Does not apply to me at all
1
",2,3½,"Describes me moderately
3
",3½,"Describes me a little
2
",1½,1½,"Describes me moderately
3
","Doesn’t describe me at all
1
",3½,"Doesn’t describe me at all
1
","Describes me moderately
3
","Doesn’t describe me at all
1
",1½,1½,"Describes me a little
2
","Doesn’t describe me at all
1
","Describes me a little
2
","Doesn’t describe me at all
1
",1½,1½,"Describes me very well
4
","Describes me moderately
3
","Describes me a little
2
","Doesn’t describe me at all
1
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,14.088,19.033,20.536,3,2,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,9.986,30.934,32.729,25,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,1,2,2,2,1,1,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:32,09/05/2023 20:47,IP Address,100,934,TRUE,09/05/2023 20:47,R_BFzGKekNxV7Kbnz,Man,65,Bachelor’s degree,Texas,White,I was born and raised in the USA,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,5,5,5,3,3,2,"Describes me very well
4
","Describes me a little
2
","Describes me very well
4
","Describes me a little
2
",2½,"Describes me a little
2
","Describes me a little
2
","Describes me a little
2
","Describes me very well
4
","Describes me a little
2
","Describes me very well
4
","Describes me a little
2
","Describes me a little
2
","Describes me moderately
3
","Describes me a little
2
","Describes me a little
2
",3½,2½,2½,"Describes me a little
2
","Describes me very well
4
","Describes me very well
4
",2½,"Describes me a little
2
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,11.189,11.189,12.463,1,6,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,10.952,25.809,28.117,13,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:28,09/05/2023 20:47,IP Address,100,1189,TRUE,09/05/2023 20:47,R_2viB5NISh98nlTg,Woman,35,Bachelor’s degree,Texas,White,I was born and raised in the USA,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,"Applies to me perfectly
7
",5,6,2,2,2,3½,"Doesn’t describe me at all
1
","Describes me very well
4
","Describes me a little
2
",1½,1½,1½,"Describes me moderately
3
","Describes me exactly
5
","Doesn’t describe me at all
1
",4½,1½,"Describes me a little
2
","Describes me exactly
5
","Describes me exactly
5
",1½,"Doesn’t describe me at all
1
","Doesn’t describe me at all
1
",3½,2½,"Describes me very well
4
","Describes me a little
2
","Describes me exactly
5
",2½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,12.799,12.799,43.387,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,1.992,38.477,47.493,23,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:41,09/05/2023 20:48,IP Address,100,390,TRUE,09/05/2023 20:48,R_1oFRbccCfAPz9H3,Man,38,"Some college credit, no degree",New York,White,I was born and raised in the USA,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,6,"Applies to me perfectly
7
",6,3,5,5,"Describes me exactly
5
","Doesn’t describe me at all
1
","Describes me moderately
3
","Doesn’t describe me at all
1
",3½,4½,"Describes me very well
4
","Describes me exactly
5
",4½,"Doesn’t describe me at all
1
",3½,"Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me very well
4
","Describes me exactly
5
",1½,2½,"Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me very well
4
",4½,"Describes me exactly
5
",4½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,3.586,3.977,5.061,2,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,2.61,12.19,13.737,12,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:26,09/05/2023 20:48,IP Address,100,1333,TRUE,09/05/2023 20:48,R_bIqP9yPJOfhzXqN,Man,41,Master’s degree,New York,Hispanic or Latino,I was born and raised in the USA,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,"Applies to me perfectly
7
","Applies to me perfectly
7
",6,5,"Applies to me perfectly
7
","Applies to me perfectly
7
","Describes me very well
4
","Describes me a little
2
",3½,1½,"Describes me exactly
5
","Describes me a little
2
",3½,"Describes me a little
2
","Describes me exactly
5
","Doesn’t describe me at all
1
",4½,3½,1½,4½,4½,"Describes me very well
4
","Describes me very well
4
",1½,"Doesn’t describe me at all
1
","Describes me a little
2
","Describes me exactly
5
","Describes me exactly
5
",4½,"Describes me very well
4
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,8.649,9.557,10.953,2,0,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,5.582,23.25,24.389,14,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:33,09/05/2023 20:49,IP Address,100,910,TRUE,09/05/2023 20:49,R_1CeUi8vLmVE8tu0,Man,33,"Some college credit, no degree",New York,Not listed / Prefer not to say,I was born and raised in the USA,Strongly agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,"Applies to me perfectly
7
","Applies to me perfectly
7
",5,5,4,4,"Describes me exactly
5
","Doesn’t describe me at all
1
",1½,"Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me moderately
3
","Describes me very well
4
",3½,"Doesn’t describe me at all
1
",2½,"Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me exactly
5
",1½,"Describes me very well
4
","Describes me moderately
3
","Doesn’t describe me at all
1
","Describes me a little
2
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,10.877,10.877,12.769,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,5.161,42.477,42.508,12,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,0,9,8,7,6,5,2,2,2,2,1,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 20:33,09/05/2023 20:49,IP Address,100,982,TRUE,09/05/2023 20:49,R_2PpVPMWo2AJkhbS,Man,38,Bachelor’s degree,New York,Asian / Pacific Islander,"I was born and/or raised in the USA, but my family (parents or grandparents) immigrated to the USA from another country",Agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
",4,5,5,"Describes me moderately
3
","Describes me moderately
3
",4½,"Describes me moderately
3
","Describes me very well
4
","Describes me very well
4
","Describes me moderately
3
","Describes me very well
4
",3½,2½,3½,"Describes me very well
4
",4½,3½,4½,4½,"Describes me very well
4
",4½,"Describes me very well
4
",4½,"Describes me exactly
5
","Describes me very well
4
",4½,4½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,1.285,2.725,3.44,4,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,2.97,8.489,9.194,24,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,10,9,8,7,6,5,4,3,2,1,0,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
